PMID,Title,Authors,Journal,Year,Journal_Year,Abstract
39465579,"Onset of cognitive impairment, diet quality and adherence to dietary guidelines over 12 years: the Personality and Total Health Cohort Study.",Sharleen O'Reilly; Anna Gouldson; Janine Wirth; Nicolas Cherbuin; Ranmalee Eramudugolla; Karin J Anstey,The British journal of nutrition,2024,2026,"Around 55 million people worldwide live with dementia, and more are expected due to population ageing. We aimed to investigate associations between healthy diet and mild cognitive impairment and dementia in 1753 older adults aged 60-64 from the PATH (Personality and Total Health Through Life Cohort) study. Healthy diet was defined by the Mediterranean-DASH diet Intervention for Neurological Delay (MIND) and two dietary guideline quality scores (Dietary Guideline Index (DGI) and Index Diet Quality (IDQ)), which were calculated from baseline FFQ. Higher dietary scores indicated higher diet quality. Incidence of Alzheimer's disease/vascular dementia (National Institute of Neurological Disorders criteria) and mild cognitive impairment (Winbald criteria) was assessed after 12 years of follow-up using validated questionnaires with nominated proxies. Logistic regression explored associations between dietary scores and cognitive function, adjusting for demographics, lifestyle factors and medical preconditions. Adjusted logistic regression comparing the per unit linear increase in diet scores showed MIND (OR = 0·82, 95 % CI = 0·68, 0·99), but not DGI (0·99 (0·97, 1·00)) or IDQ (1·12 (0·95, 1·32)), was significantly associated with lower odds of developing cognitive impairment. In conclusion, a healthier neuroprotective dietary pattern is associated with better cognitive function over time, whereas dietary patterns generated from general dietary guidelines did not show a significant association. Further research and well-designed clinical studies are needed to determine the effects of the MIND diet on cognitive impairment in older adults without a family history of dementia."
39691964,Continuous Glucose Monitoring in Comorbid Dementia and Diabetes: The Evidence So Far.,Busra Donat Ergin; Kieran Gadsby-Davis; Katharina Mattishent; Ketan Dhatariya; Nikki Garner; Michael Hornberger,Journal of diabetes science and technology,2024,2026,"Type 2 diabetes mellitus (T2DM) and dementia are two of the leading chronic diseases in aging and are known to influence each other's disease progression. There is well-established evidence that T2DM increases the risk for cognitive decline and dementia. At the same time, people with cognitive changes or dementia can find it difficult to manage their diabetes, resulting in hyper- or hypoglycemic events which can exacerbate the dementia disease progression further. Monitoring of glucose variability is, therefore, of critical importance during aging and when people with T2DM develop dementia. The advent of continuous glucose monitoring (CGM) has allowed the monitoring of glucose variability in T2DM more closely. The CGM seems to be highly feasible and acceptable to use in older people with T2DM and has been shown to significantly reduce their hypoglycemic events, often resulting in falls. Less is known as to whether CGM can have a similar beneficial effect on people with T2DM who have cognitive impairment or dementia in community or hospital settings. The current perspective will explore how CGM has made an impact on T2DM management in older people and those with comorbid cognitive impairment or dementia. We will further explore opportunities and challenges of using CGM in comorbid T2DM and dementia in community and hospital settings."
39671711,Integrated application of target-based and ligand-based drug-designing approaches for the identification of novel caspase-6 inhibitors.,Chayanika Chatterjee; Powsali Ghosh; Ravi Singh; Ashok Kumar; Sushil Kumar Singh,Journal of biomolecular structure & dynamics,2024,2026,"Caspase-6 (CASP6) is an effector caspase that has been marked to possess various pathological attributes associated with neurodegeneration. It is widely expressed in the neurodegenerative brain and peripheral tissues. It plays a vital role in apoptotic cell death and also performs non-apoptotic functions like axon pruning which contribute to the degeneration of neurons. Increment in active CASP6 levels in the cerebrospinal fluid has been observed during inflammation and has been linked to the early onset of Alzheimer's disease (AD). In the current study, a novel CASP6 inhibitor was identified with the help of integrated target-based and ligand-based drug-designing approaches. Various molecular features of US9 (PDB ID 8EG6) were used to generate models. The pharmacophore models were evaluated using the EF value, GH score, and percentage yield to select the best-suited model. The best model was used to screen the ZINC-15 database to obtain virtual hits. The undesirable compounds were eliminated using various nodes in KNIME workflow. The resulting compounds were further subjected to docking-based virtual screening (DBVS) to find the lead compounds. Further, the molecular docking studies were carried out in three stages, followed by pharmacokinetic property prediction and toxicity studies. The top two virtual hits, i.e. ZINC000012563650 and ZINC000069415222, were considered for molecular dynamics simulation studies. Compound ZINC000069415222 was found to possess better stability, drug-like properties, and lower toxicity under simulated conditions. Thus, ZINC000069415222 was identified as a potential CASP6 inhibitor that could be further explored experimentally as an anti-AD drug."
39633610,Theoretical investigation of selective inhibitory activity of chromone-based compounds against monoamine oxidase (MAO)-A and -B.,Intan Salsabila Putri; Nur Farisya Shamsudin; Maryam Aisyah Abdullah; Mochamad Nurcholis; Syahrul Imran; Chai Xin Yu; Chau Ling Tham; Mohd Fadhlizil Fasihi Mohd Aluwi; Sze-Wei Leong; Sentot Joko Raharjo; Zalikha Ibrahim; Deri Islami; Akm Moyeenul Huq; Muhammad Taher; Kamal Rullah,Journal of biomolecular structure & dynamics,2024,2026,"Monoamine oxidase (MAO) is crucial for the breakdown of monoamine neurotransmitters, making it a promising target for treating neurodegenerative disorders, such as depression, Alzheimer's disease, and Parkinson's disease. In this study, we investigated the selective inhibitory activity of chromone-based compounds against MAO-A and MAO-B for neurodegenerative disease treatment. In literary sources, thirty chromone derivatives have been identified as potential ligands for MAO-A and MAO-B inhibitors. We utilized molecular docking to evaluate how the most active compound interacted with the targeted MAO-A and MAO-B. Compound <b>2 g</b>, the most active for MAO-A, demonstrated a lower CDOCKER energy compared to the co-crystallized ligand. Meanwhile, compound <b>2f</b>, the most active for MAO-B, showed a CDOCKER energy similar to the co-crystallized ligand and exhibited similar binding patterns. Furthermore, we constructed a quantitative structure-activity relationship (QSAR) model to predict the properties and estimate IC<sub>50</sub> values for 30 chromone derivatives functioning as MAO-A and MAO-B inhibitors. The model predictions were validated against experimental measurements. Our 2D QSAR model demonstrated robustness, with a statistically significant non-cross-validated coefficient (r<sup>2</sup> < 0.9), cross-validated correlation coefficient (q<sup>2</sup> < 0.6), and predictive squared correlation coefficient (r<sup>2</sup><sub>pred</sub> < 0.8). Additionally, MD simulations confirmed the stable binding of compounds <b>2 g</b> and <b>2f</b> with MAO-A and MAO-B, respectively, displaying substantial binding energy. The most effective pharmacophore model identified key features, such as hydrogen bond acceptors and hydrophobic interactions, that contribute significantly to inhibitory potency. This study offers valuable insight into the selection of compounds with improved selectivity for MAO inhibition."
39628307,"Synthesis, DFT, ADMET and molecular docking studies of thiazole derived thiazolidinone-based chalcone derivatives: alzheimer's disease current therapies.",Muhammad Shahid Nadeem; Jalaluddin Azam Khan; Imran Kazmi; Ehssan Moglad; Muhammad Afzal; Sami I Alzarea; Fazal Rahim; Shoaib Khan; Khushi Muhammad; Gaurav Gupta,Future medicinal chemistry,2024,2026,"Nitrogen and sulfur-containing compounds are the core components utilized for synthesis of different heterocyclic moieties. In this research, a series of new analogues containing thiazolidinone have been synthesized <b>(1-20)</b> in order to evaluate their activity against acetylcholinesterase and butyrylcholinesterase. Potent analogues were further subjected for molecular docking in order to study their protein-ligand interactions. The highly active analogues were also subjected for DFT, which confirmed the binding properties, electrical properties, and nature with the targeted enzyme. ADMET analysis also confirms the druglikeness properties of the synthesized series. Analog <b>5</b> (IC<sub>50</sub> = <b>1.2 ± 0.1 µM and 1.8 ± 0.2</b> µM) exhibit excellent inhibition in comparison with the standard drug donepezil in view of inhibiting Alzheimer's disease."
39580616,Food for thought: implications of exercise-induced changes to cerebral glucose metabolism in ageing and Alzheimer's disease.,Stuart P S Mladen; Jack Bone; John R M Renwick; Aedan J Rourke,The Journal of physiology,2024,2026,No abstract available
39570122,"Natural benzofuran derivatives as promising scaffold for alleviating Alzheimer symptoms: acetylcholinesterase inhibition, structure activity relationship and <i>in silico</i> studies.",Ahmed A M A Selim; Marwa A Ibrahim,Natural product research,2024,2026,"Three isolated natural benzofuran compounds <b>1a-c</b> and four semi-synthesized benzofuran derivatives <b>2a,b</b> and <b>3a,b</b> were evaluated for their <i>in vitro</i> acetylcholinesterase inhibition assay. Most of the tested compounds showed moderate activity with IC<sub>50</sub> ranged from 102.4 ± 5.72 µM to 565.75 ± 4.17 µM, the most potent compound was kellin <b>1a</b> with IC<sub>50</sub> 102.4 ± 5.72 µM. The kellin derivatives <b>1a, 2a</b> and <b>3a</b> bearing additional methoxyl group showed more inhibition activity than its analogues of visnagin derivatives <b>1b,c</b>, <b>2b</b> and <b>3b</b>. The <i>in silico</i> investigation on the seven benzofuran derivatives matched our <i>in vitro</i> acetylcholinesterase results and explains the similarity in structures between the benzofuran compounds and donepezil drug. khellin had the best pharmacophore features among the studied compounds, the best fit score 1.862 and best dock score -9.135. In addition, our <i>in silico</i> study showed clearly that compounds carrying additional hydrophobic group had more potent activity through matched more ligand features."
39565006,Investigating the neuroprotective effects of alkaloids from Galanthus woronowii as a potential treatment for Alzheimer's disease.,Priyadharsan Arumugam,Natural product research,2024,2026,No abstract available
39529513,Exploring the therapeutic potential of cyclopeptides from <i>Stachys geobombycis</i> in Alzheimer's disease.,Vanitha Marunganathan; Ajay Guru,Natural product research,2024,2026,No abstract available
39487751,"Assessing Algerian <i>Ilex aquifolium</i> L.'s phenolic compounds, antioxidant and enzyme inhibitory properties to find a new natural remedy for Alzheimer's, diabetes and skin diseases.",Aldjia Hadroug; Gokhan Zengin; Rachid Belhattab; Yavuz S Cakmak; Khellaf Rebbas,Natural product research,2024,2026,"This research explored the impact of methanolic extracts from the fruits and leaves of <i>Ilex aquifolium</i> L., a rare Algerian species, on several enzymes, focusing on tyrosinase, α-amylase, α-glucosidase, and cholinesterases, as well as their antioxidant potential <i>in vitro</i> assays, including phosphomolybdenum, DPPH, ABTS, CUPRAC, FRAP, and MCA. HPLC-DAD analysis identified chlorogenic acid, rosmarinic acid, hesperidin, and quercetin as predominant phenolic components. Both extracts exhibited notable antioxidant properties, up to 250.08 mg TE/g for fruits and 237.08 mg TE/g for leaf extracts. Enzyme inhibitory assays demonstrated significant inhibition against AChE and BChE with maximum activities of 2.34 mg GALAE/g in leaves and 4.32 mg GALAE/g in fruits. Additionally, considerable tyrosinase inhibition was observed in leaves at 39.69 mg KAE/g. These findings highlight <i>I. aquifolium</i> L. as a valuable source for investigating natural antioxidants and enzyme inhibitors, particularly for possible cosmetics and food additives applications."
39403785,Structure-based computer-aided drug design to identify potential lead molecules for Asparaginyl Endopeptidase inhibitors.,Meenakshi Singh; Ian Steinke; Rajesh H Amin,Journal of biomolecular structure & dynamics,2024,2026,"The enzyme Asparaginyl Endopeptidase (AEP) is associated with proteinopathy-related pathologies such as Alzheimer's disease (AD) and Frontal Temporal Dementia (FTD). The onset of pathologies by AEP is due to cleaved fragments forming protein aggregates resulting in neurodegeneration. Unfortunately, there are no clinically approved small molecule inhibitors for AEP, and therefore, it serves as an unmet medical need for the design and development of potential novel small molecules. In developing potential inhibitors for proteolytic activity, a structured approach utilizing structure-based computer-aided drug design (SB-CADD) parameters was employed. This involved virtual high throughput screening (vHTS) across various CNS-focused databases enriched with diverse functionality. We identified the top sixty ligands based on the glide XP-docking score out of 10 million ligands. The free binding energy was then calculated using MM-GBSA for all top selected molecules which resulted in discovering that AEPI-1 to AEPI-6 (Asparaginyl Endopeptidase inhibitors) displayed high affinity towards the catalytic triad. Further investigation determined that all top six hits form stable complexes during 50 ns molecular dynamic simulations. We also observed that AEPI-2 demonstrated the highest stability within the binding pockets. Post-MD analyses such as DCCM, PCA, PDF, and ADMET properties were also evaluated. By bridging all the observations, we observed these six molecules occupy the active site of the β-helix (β1, β3, and β4) of the S1 pocket and additional binding sites in α1 and β5, suggesting its suitability as a potential candidate for drug discovery against Asparaginyl Endopeptidase."
39258961,Acute exercise alters brain glucose metabolism in aging and Alzheimer's disease.,Zachary D Green; Casey S John; Paul J Kueck; Anneka E Blankenship; Riley E Kemna; Chelsea N Johnson; Lauren E Yoksh; Shaun R Best; Joseph S Donald; Jonathan D Mahnken; Jeffrey M Burns; Eric D Vidoni; Jill K Morris,The Journal of physiology,2024,2026,"There is evidence that aerobic exercise improves brain health. Benefits may be modulated by acute physiological responses to exercise, but this has not been well characterized in older or cognitively impaired adults. The randomized controlled trial 'AEROBIC' (NCT04299308) enrolled 60 older adults who were cognitively healthy (n = 30) or cognitively impaired (n = 30) to characterize the acute brain responses to moderate [45-55% heart rate reserve (HRR)] and higher (65-75% HRR) intensity acute exercise. Each participant received two fluorodeoxyglucose positron emission tomography (FDG-PET) scans, one at rest and one following acute exercise. Change in cerebral glucose metabolism from rest to exercise was the primary outcome. Blood biomarker responses were also characterized as secondary outcomes. Whole grey matter FDG-PET standardized uptake value ratio (SUVR) differed between exercise (1.045 ± 0.082) and rest (0.985 ± 0.077) across subjects [Diff = -0.060, t(58) = 13.8, P < 0.001] regardless of diagnosis. Exercise increased lactate area under the curve (AUC) [F(1,56) = 161.99, P < 0.001] more in the higher intensity group [mean difference (MD) = 97.0 ± 50.8] than the moderate intensity group (MD = 40.3 ± 27.5; t = -5.252, P < 0.001). Change in lactate AUC and FDG-PET SUVR correlated significantly (R<sup>2</sup> = 0.179, P < 0.001). Acute exercise decreased whole grey matter cerebral glucose metabolism. This effect tracked with the systemic lactate response, suggesting that lactate may serve as a key brain fuel during exercise. Direct measurements of brain lactate metabolism in response to exercise are warranted. KEY POINTS: Acute exercise is associated with a drop in global brain glucose metabolism in both cognitively healthy older adults and those with Alzheimer's disease. Blood lactate levels increase following acute exercise. Change in brain metabolism tracks with blood lactate, suggesting it may be an important brain fuel. Acute exercise stimulates changes in brain-derived neurotrophic factor and other blood biomarkers."
39115803,Investigation of the utility of smartphone-based gait analyses in discrimination between patients with Alzheimer's disease and Parkinson's disease.,Halil Onder; Ozlem Bizpinar,Applied neuropsychology. Adult,2024,2026,"To reveal the discriminative value of gait parameters between Alzheimer's disease (AD) and Parkinson's disease (PD) subjects. We included all consecutive patients with newly diagnosed AD and those with a diagnosis of PD who applied to our polyclinic between March 2022 and June 2022. The demographic and clinical features were evaluated during interviews. The gait analyses were performed using a quantitative, smartphone-based gait analyses program. Using this program, the step time (ST), step length (SL), step number (SN), gait velocity (GV), and cadence were measured in all individuals. Overall, 31 patients with AD and 45 with PD were enrolled in the analyses. The mean age of the AD group was higher according to those with PD. As expected, the Mini-Mental State Examination (MMSE) values were lower in the AD group. The comparative analyses of the gait parameters between groups did not reveal differences in any of the measures. The correlation analyses to investigate the possible association between the disease severity and gait parameters revealed that the MDS-UPDRS showed low negative correlations with SL and GV. Our findings suggest that the evaluation of gait using the gait analyses program does not contribute to the discrimination between AD and PD in clinical practice."
41459734,<i>Blautia coccoides</i>-derived metabolite trimethylamine-N-oxide exacerbates Alzheimer's disease progression via targeting HIF1α signaling.,Xinhuang Lv; Tao Ye; Xiaolan Liao; Qiyao Li; Zheyu Fang; Xiaoou Lin; Mozi Chen; Conghui Dai; Lu Zhan; Linpei Zhuo; Kun Xiang; Jing Sun; Jiaming Liu,Gut microbes,2025,2026,"An increasing number of studies have shown that commensal gut microbes may be involved in the pathogenesis of Alzheimer's disease (AD). The influence of gut microbe-derived metabolites, such as trimethylamine N-oxide (TMAO), has attracted a lot of attention. However, the influence and pathways mediated by gut microbe-derived metabolites in the pathogenesis of AD remain uncertain. Here, we observed a significant increase in the abundance of <i>Blautia coccoides</i> in AD patients, which showed positive predictive value for serum p-Tau181 levels. Supplementation with <i>B. coccoides</i> could exacerbate cognitive impairment and Tau phosphorylation in P301s mice. We identified TMAO as a key <i>B</i>. <i>coccoides</i>-derived metabolite promoting Tau phosphorylation by functional gene analysis, metabolomic analysis and VIP analysis, and further demonstrated that it was able to promote oxidative stress of AD <i>in vitro</i>. Mechanistically, TMAO could bind to hypoxia-inducible factor 1 alpha (HIF1α) at 235-238 sites, which promoted oxidative stress through the inhibition of HIF1α signal, thereby aggravating AD pathology. This study elucidated the important role of <i>B. coccoides</i>-derived metabolite TMAO in exacerbating AD and provided new insights for gut microbe/metabolite-based therapeutic strategies."
41428862,A cell type enrichment analysis tool for brain DNA methylation data (CEAM).,Joshua Müller; Valentin T Laroche; Jennifer Imm; Luke Weymouth; Joshua Harvey; Rick A Reijnders; Adam R Smith; Daniel van den Hove; Katie Lunnon; Rachel Cavill; Ehsan Pishva,Epigenetics,2025,2026,"DNA methylation (DNAm) signatures are highly cell type-specific, yet most epigenome-wide association studies (EWAS) are performed on bulk tissue, potentially obscuring critical cell type-specific patterns. Existing computational tools for detecting cell type-specific DNAm changes are often limited by the accuracy of cell type deconvolution algorithms. Here, we introduce CEAM (Cell-type Enrichment Analysis for Methylation), a robust and interpretable framework for cell type enrichment analysis in DNA methylation data. CEAM applies over-representation analysis with cell type-specific CpG panels from Illumina EPIC arrays derived from nuclei-sorted cortical post-mortem brains from neurologically healthy aged individuals. The constructed CpG panels were systematically evaluated using both simulated datasets and published EWAS results from Alzheimer's disease, Lewy body disease, and multiple sclerosis. CEAM demonstrated resilience to shifts in cell type composition, a common confounder in EWAS, and remained robust across a wide range of differentially methylated positions, when upstream modeling of cell type composition was modeled with sufficient accuracy. Application to existing EWAS findings generated in neurodegenerative diseases revealed enrichment patterns concordant with established disease biology, confirming CEAM's biological relevance. The workflow is publicly available as an interactive Shiny app (https://um-dementia-systems-biology.shinyapps.io/CEAM/) enabling rapid, interpretable analysis of cell type-specific DNAm changes from bulk EWAS."
41427617,Cancer and dementia incidence are strongly correlated worldwide: evidence from cross-national regression analyses.,Wenpeng You; Brendon J Coventry; Maciej Henneberg,Future science OA,2025,2026,"Cancer and dementia are two major global health challenges influenced by population aging and socioeconomic transitions. Both impose substantial burdens, yet their relationship at the population level is insufficiently explored. This study investigated the global association between cancer incidence and dementia incidence, while accounting for developmental, demographic, and healthcare-related factors. Data were obtained from the Institute for Health Metrics and Evaluation. Covariates included economic affluence, urbanization, reduced selection opportunity, and life expectancy e(60). Analyses across 204 countries employed correlations, partial correlations, principal component analysis, and multiple linear regression (enter and stepwise). Subgroup analyses were stratified by income level, development status, WHO regions, and geopolitical groupings. Cancer incidence was strongly correlated with dementia incidence worldwide (r = 0.873; <i>ρ</i> = 0.938, <i>p</i> < 0.001). Associations remained consistent across regions, particularly in upper-middle-income and developing countries. Partial correlations showed the relationship persisted after adjustment, with cancer explaining 59.8% of dementia variance. Regression models revealed that socioeconomic and demographic factors explained 51.7% of the variance, rising to 80.1% with cancer included. Cancer incidence is a dominant independent predictor of dementia incidence globally, surpassing traditional factors. Findings highlight shared determinants and emphasize the importance of integrated chronic disease strategies, especially in low-resource settings."
41396689,Unraveling the potential of gasotransmitters as neurogenic and neuroprotective molecules: focus on Alzheimer's and Parkinson's diseases.,Sónia Simão; Daniela F Santos; Mariana Teixeira; Rafaela R Agostinho; Joana Rodrigues; Marta Vitorino; Inês M Araújo,Redox report : communications in free radical research,2025,2026,"Alzheimer's disease and Parkinson's disease are the two most prevalent neurodegenerative disorders worldwide, both characterized by progressive neuronal loss. Despite distinct pathophysiological features, they share cellular dysfunctions such as abnormal protein aggregation, oxidative stress, and neuroinflammation, research into which might be beneficial for developing novel therapeutic strategies that could tackle both conditions. This review highlights the emerging role of the gasotransmitters nitric oxide, carbon monoxide and hydrogen sulfide as modulators of adult neurogenesis and neuroprotection in Alzheimer's disease and Parkinson's disease. We have gathered recent evidence demonstrating that these endogenous gases exert anti-inflammatory, antioxidant, and anti-apoptotic effects, and, critically, promote neurogenesis - suggesting a dual neuroprotective and neuroregenerative therapeutic potential. The unique physicochemical features of these gasotransmitters, including their ability to cross the blood-brain barrier and diffuse rapidly throughout the neural tissue, further support their suitability as candidates for innovative neuroregenerative treatments. While clinical translation remains challenging, harnessing the neurogenic and neuroprotective actions of these gasotransmitters may offer transformative avenues for addressing the increasing burden of Alzheimer's disease and Parkinson's disease."
41376794,Utilizing multimodal models to forecast Alzheimer's disease progression and clinical subtypes.,Hao Ren; Fengshi Jing; Yue Zhou; Zeyu Luo; Xu Yu; Wen Jin; Lizhi Chen,Health information science and systems,2025,2026,"Alzheimer's disease (AD) exhibits highly heterogeneous clinical courses. Early, accurate prediction and subgroup identification remain challenging due to reliance on single-modality data and coarse subtype schemes. To develop and validate a multimodal framework that integrates 3D MRI and clinical indicators to (1) stratify patients into clinically meaningful progression subtypes and (2) forecast individual memory/cognitive trajectories at 6, 12, and 48 months. Using ADNI-2 (n = 453), we extracted 3D T1-weighted MRI features via a pre-trained Med3D network and combined them with cognitive, functional, and genetic indicators. Non-negative matrix factorization projected patients into a two-dimensional progression space, and K-means defined three prognostic subgroups (""Low,"" ""Mild,"" ""Fast""). We compared several longitudinal architectures (CNN, Transformer, LSTM variants, ConvLSTM); interpretability was assessed with SHAP. Clustering metrics (Silhouette peak at k = 3) supported three distinct trajectories. Stacked LSTM led image-only prediction, while standard LSTM favored indicator-only data. Multimodal LSTM with attention achieved the lowest errors-MAE 0.196, 0.203, and 0.261 at 6, 12, and 48 months-alongside accuracies of 0.903, 0.845, and 0.791. SHAP highlighted memory- and language-related features as dominant contributors. An interpretable, fully automated multimodal framework enables robust subgroup stratification and individualized cognitive forecasting up to four years, supporting personalized prognosis and targeted clinical decision-making."
41306192,Control analysis of deep brain stimulation and optogenetics for Alzheimer's disease under the computational cortex model.,Ya Zhang; Honghui Zhang; Zhuan Shen,Cognitive neurodynamics,2025,2026,"Abnormal τ and β-amyloid (Aβ) deposition in the brains of patients with Alzheimer's disease (AD) is significantly associated with cognitive decline. This abnormal deposition has been reported to be linked to increased excitatory and inhibitory time constants in neural circuits. In this paper, we focus on three typical electroencephalography (EEG) slowdowns clinically reported in association with AD, including decreased dominant frequency, decreased <i>α</i> rhythmic activity, and increased δ + θ rhythmic activity. Firstly, we demonstrate that changes in excitatory time constant, inhibitory time constants, and synaptic connection strength can induce the phenomenon of EEG slowdowns in early AD. Then, we are interested in the regulation of AD by traditional deep brain stimulation (DBS) and emerging optogenetic stimulation. High-frequency, high-pulse width, and high-amplitude DBS are more effective in reversing brain rhythm in AD, supporting the experiment that cortical high-frequency DBS may be an effective therapeutic way for dementia-related diseases. In particular, as a modification of traditional DBS, we find that oscillatory bursty stimulation can compensate for the shortcomings of DBS at low amplitude. However, it is physiologically difficult to target inhibitory interneurons with conventional electrical stimulation. Optogenetics is able to precisely stimulate pyramidal neurons and inhibitory interneurons observed in animal experiments. Our numerical results indicate that medium and low-frequency stimulation can better eliminate AD pathology. It should be noted that stimulation of inhibitory interneurons requires greater light intensity than stimulation of pyramidal neurons. Finally, we propose two optimization intermittent optogenetic stimulation protocols. These modeling results can reproduce some experimental phenomena and are expected to reveal the underlying pathological mechanisms and control strategies associated with cognitive dysfunction such as AD."
41221324,Research on the classification of EEG signals for dementia and its interpretability using the GWOCS agorithm.,Ruofan Wang; Haojie Xu; Yijia Ma; Yanqiu Che,Cognitive neurodynamics,2025,2026,"Alzheimer's disease (AD) and frontotemporal dementia (FTD) have insidious, similar and ambiguous clinical symptoms, which make their diagnosis difficult. Currently, in the field of EEG signal analysis, there are relatively few studies on the interpretability analysis of feature selection using intelligent optimization algorithms. To analyze the EEG signals of AD and FTD patients more comprehensively, first, 16 features in three dimensions of entropy, time-frequency domain and SODP were extracted in this paper. Secondly, Pearson correlation analysis, importance ranking and SHAP interpretability analysis methods were adopted to select SE, SW, ZCR, STA, CTM2 and CTM5 as the best discriminative features, and the Relief algorithm was used for fusion and dimension reduction based on weights. Thirdly, GWOCS was used for channel screening to determine the optimal channel combination of Fz, F7, Fp1, Fp2, F3, T3, P4 and C3, achieving the three-classification identification of the two patient groups and the normal control group, with the classification accuracy reaching 89.35[Formula: see text] and 81.12[Formula: see text] in cross-validation and LOSO validation, respectively. Finally, the SHAP method was used to prove that for the diagnosis of dementia, the prefrontal and temporal lobe brain regions play a decisive role, verifying the effectiveness of this framework in rapid channel selection and improving the efficiency of disease detection."
41467443,Mitochondria-associated endoplasmic reticulum membranes and calcium ion exchange: A novel direction for aging and neurodegenerative diseases.,Yuxuan Yang; Mengjie Chen; Lingling Ding; Jiaxi Liu; Jiansheng Luo; Ruyu Yan; Jiaqi Ning; Siyi Xie; Xiang Li; Zhihao Ren; Ruiling Zhou; Zhuoya Chen,Neural regeneration research,2025,2026,"Mitochondria-associated endoplasmic reticulum membranes serve as crucial signaling hubs mediating communication between the endoplasmic reticulum and mitochondria, and play a central role in calcium ion exchange. This dynamic interface regulates key cellular processes including bioenergetic metabolism, apoptosis, autophagy, and stress responses. Dysregulation of calcium transport associated with mitochondria-associated endoplasmic reticulum membranes can disrupt intracellular homeostasis, leading to mitochondrial dysfunction, oxidative stress, and neuronal death, which are hallmarks of aging and neurodegenerative diseases. This review systematically examines the functions of protein complexes within mitochondria-associated endoplasmic reticulum membranes and the pathogenic mechanisms of calcium signaling regulated by these membranes in neurodegenerative disorders. It places particular emphasis on structural alterations in calcium ion transport machinery as a common mechanism underlying various neurodegenerative diseases. In Alzheimer's disease, mitochondria-associated endoplasmic reticulum membranes exhibit a hyperactive state, promoting the generation of amyloid-β and enhancing calcium ion flux from the endoplasmic reticulum to the mitochondria. In contrast, in Parkinson's disease and amyotrophic lateral sclerosis, the activity of mitochondria-associated endoplasmic reticulum membranes is reduced, leading to a decline in mitochondrial calcium ion buffering capacity and exacerbating excitotoxicity. Proteins residing in mitochondria-associated endoplasmic reticulum membranes are disrupted across various neurodegenerative diseases, resulting in abnormal communication between the endoplasmic reticulum and mitochondria. Recent studies indicate that mitochondria-associated endoplasmic reticulum membranes play a bidirectional role in disease progression, and compensatory mechanisms often exacerbate the pathological process. Therapeutic strategies aimed at preserving the integrity of mitochondria-associated endoplasmic reticulum membranes hold promise for alleviating neurodegenerative damage. Therefore, calcium ion exchange mediated by mitochondria-associated endoplasmic reticulum membranes plays a key role in aging and neurodegenerative diseases, making it a highly promising therapeutic target."
41467440,Error-prone translation as a driver of proteostasis collapse and neurodegeneration.,Rashid Akbergenov; David P Wolfer; Dennis Gillingham; Dimitri Shcherbakov,Neural regeneration research,2025,2026,"Error-prone translation, resulting in inaccuracies in protein synthesis, is increasingly recognized as a critical contributor to proteostasis disruption and the pathogenesis of age-related neurological disorders. In recent years, numerous studies have elucidated that stochastic errors during mRNA translation may act as a molecular ""tipping point"" initiating pathogenic protein misfolding. A detailed analysis of how translation errors lead to protein misfolding, aggregation, and subsequent neurotoxicity will facilitate the identification of promising therapeutic targets for neurodegenerative diseases such as Alzheimer's disease, Parkinson's disease, and amyotrophic lateral sclerosis. This article explores the contribution of mistranslation to proteostasis decline, focusing on the unique vulnerabilities of neuronal cells. We review the sources of translation errors, effects of ribosomal ambiguity and error-restrictive mutations, role of proteostatic mechanisms (such as molecular chaperones, ubiquitin-proteasome system, and unfolded protein response), and provide a unified perspective that links age-related translational infidelity to neurodegeneration. By synthesizing the most recent data obtained with genetically modified cellular and animal model studies, we highlight how age-associated decline in translational fidelity exacerbates proteostasis failure and propose potential therapeutic interventions targeting translation accuracy to mitigate neurodegeneration."
41467438,"Organoids: Key advances, optimization, and technological iterations in their application to neurodegenerative diseases.",Jiangyu Zhao; Jing Wang; Xing Guo,Neural regeneration research,2025,2026,"Organoid technology, as an innovative approach, has shown great potential in disease modeling, target screening, and the development of treatment strategies. However, traditional organoids still have three major limitations in research: the absence of specific cell types, the lack of blood-brain barrier structure, and insufficient reproducibility of experimental results. In recent years, researchers have gradually overcome these limitations by introducing innovative techniques such as advanced culture methods, microfluidic systems, bioprinting, organoid transplantation, and assembloid construction. This progress has facilitated the widespread application of organoids in the study of neurodegenerative diseases. This paper aims to systematically review the technological innovations of organoids in the study of neurodegenerative diseases. By summarizing classical organoid construction strategies and their limitations, it emphasizes the value of organoids in comprehensive applications within neurodegenerative disease research. In this review, we focus on five specific neurodegenerative diseases: Alzheimer's disease, Parkinson's disease, Huntington's disease, amyotrophic lateral sclerosis, and frontotemporal dementia. Research in these diseases demonstrates that organoids improve experimental accessibility and reduce development cycles in disease modeling, target discovery, and therapeutic strategy formation. Using customized equipment and gene editing techniques, these organoids can be tailored to specific needs, providing pathophysiologically relevant disease models and enhancing our understanding of neurodegenerative diseases. Although organoid technology has demonstrated significant advantages in disease research, its potential for treating neurodegenerative diseases has not yet been fully explored, which may become an important direction for future research."
