PMID,Title,Authors,Journal,Year,Journal_Year,Abstract
38614893,Self-Reported Voice and Swallow Questionnaires' Alignment with Unified Parkinson's Disease Rating Scale Questions: A Preliminary Study.,Matthew Dumican; Kaitlynn Harper; Alyson Malczewski,Journal of voice : official journal of the Voice Foundation,2024,2026,"The purpose of this manuscript was twofold: to investigate how clinical voice and swallow questionnaires align with self-reports from speech/voice and swallow domains of the Unified Parkinson's Disease Rating Scale (UPDRS), and how decline in self-reported speech/voice measures predict decline in self-reported swallowing measures. This observational, preliminary cross-sectional study included 15 people diagnosed with Idiopathic Parkinson's Disease. Participants completed the Voice Related Quality of Life (V-RQOL), Sydney Swallow Questionnaire (SSQ), and cognitive screening (Montreal Cognitive Assessment; MoCA) to account for cognitive impairment during self-reported speech/voice and swallow measures. They also completed the speech/voice and swallow components of the UPDRS. There were significant associations between the SSQ and UPDRS question 2.3 (chewing/swallowing) (P < 0.001), but not between UPDRS question 2.1 (speech/voice) and V-RQOL. However, the MoCA was significantly and directionally associated with V-RQOL scores (P = 0.01). Finally, the V-RQOL was significantly associated with SSQ scores in a multiple regression model (P = 0.02). Speech/voice and swallow-related questions from the UPDRS may be viable initial screening tools to facilitate faster and earlier laryngeal function testing. Substantially more research should be undertaken to assess how well these UPDRS question domains are indicative of underlying speech/voice or swallow dysfunction."
42272485,Endogenous iron biomineralization in the mouse spleen of metabolic diseases.,Ruowen Guo; Lei Zhang; Dongsheng Song; Biao Yu; Chao Song; Hanxiao Chen; Wenjing Xie; Chuanlin Feng; Guofeng Cheng; Kejun Hu; Jialiang Jiang; Zhe Qu; Haifeng Du; Xin Zhang,Fundamental research,2024,2026,"As the most abundant essential trace element in our human bodies, iron plays essential roles in multiple physiological and pathological conditions, including oxygen transport, cancer, diabetes, Alzheimer's and Parkinson's diseases. Although it has been shown that iron can form particles in some bacteria, migrating birds and fish, whether iron biomineralization can also occur in mammals is still debated. Here we demonstrate that iron metabolism abnormalities in diseased mice can directly lead to endogenous iron biomineralization and particle formation in the spleen. Excessive iron accumulation leads to endogenous particle formation with an averaged size of ∼800 nm. In the spleens of severely diabetic mice, they accumulate in the red pulp region, where the red blood cells are recycled. This directly changes the magnetic property of the spleens and results in spleen damage in a gradient high magnetic field. Therefore, our findings not only demonstrate the existence of endogenous iron biomineralization in metabolic diseases, but also set up a direct link among iron accumulation, magnetic property and magnetic responses of animal organs, which may also be applied in other iron metabolism-related diseases including cancer and Alzheimer's disease."
38242818,Analysis of Voice in Parkinson's Disease Utilizing the Acoustic Voice Quality Index.,Rachel B Convey; Anne-Maria Laukkanen; Sari Ylinen; Nelly Penttilä,Journal of voice : official journal of the Voice Foundation,2024,2026,"The purpose of this study was to analyze the acoustic voice quality index (AVQI) in relation to perceptual analysis and disease stage in speakers with Parkinson's disease (PD). Cross-sectional study. The following data were gathered from the Parkinson's Disease Speech corpus of Tampere University (PDSTU): prolonged vowels and reading samples from native Finnish speakers with PD (n = 34), speaker demographic information, and Hoehn and Yahr scale scores. AVQIv03.01 analysis was completed with Praat. Expert raters utilized the GRBASI scale (GRBASI: grade, roughness, breathiness, asthenia, strain, instability) to assess voice quality. AVQI scores were analyzed in relation to GRBASI ratings and disease stage, as measured by the Hoehn and Yahr scale, utilizing correlation analysis. AVQI scores ranged from -0.11 to 4.46 (mean = 1.64, SD = 1.39), GRBASI average total scores ranged from 0-1.83 (mean = 0.66, SD = 0.50), and Hoehn and Yahr scale scores ranged from 1- 4. A statistically significant correlation between AVQI scores and GRBASI ratings was found (r<sub>s</sub> = 0.508, P = 0.01). Several significant correlations were also found between the parameters of AVQI and scores for G, R, B and A from GRBASI. Hoehn and Yahr scores correlated significantly with GRBASI total score (r<sub>s</sub> =0.437, P = 0.01) but not with AVQI. A significant correlation was found between GRBASI ratings and Hoehn and Yahr scores, but not between AVQI and Hoehn and Yahr scores. Due to the nature of this research, participants of this study did not agree for their data to be shared publicly. Data may be made available on a case-by-case basis. Data will be available after the active phase of the study in 2028."
41834923,An improved Glucocerebrosidase Assay for Accurate Prediction of Lysosomal Dysfunction: Exemplified by Its Relevance in Parkinson's Disease.,Aishwarya Babu; Achanya S Jayan; Anjali Sethumadhavan; Geetha Mandagini; Cibin T Raghavan; Srinivas Gopala; Syam Krishnan; Madhusoodanan Urulangodi,Indian journal of clinical biochemistry : IJCB,2024,2026,"Functional lysosomes are crucial for preventing the abnormal accumulation of proteins and resulting neuronal injury and cell death associated with ageing. Given the importance of lysosomal dysfunction in neurodegenerative diseases, there is a need to develop minimally invasive methods to assess this dysfunction. Here, we describe a modified lysosomal glucocerebrosidase (GCase) assay using leukocytes isolated from human subjects, by incorporating a specific GCase inhibitor, which improved the assay by alleviating any non-specific interference. The assay was carried out using samples from both patients with Parkinson's disease (PD) and healthy controls. GBA1 gene sequencing was performed in those whose activity was below the mean normal GCase value. PD patients showed a decreased GCase activity (3.32 ± 1.85 nmol/10<sup>7</sup> WBCs/h) compared to controls (3.60 ± 2.22 nmol/10<sup>7</sup> WBCs/h) in the absence of any GBA1 mutations. The results presented in this study highlight the significance of measuring the GCase activity in PD, both in individuals with GBA mutations and those without. Further, this simple and specific assay could be useful in assessing lysosomal function in the setting of any age-associated neurodegenerative diseases. The online version contains supplementary material available at 10.1007/s12291-024-01234-8."
39672098,Investigating the potential of novel thiazole derivatives in treating Alzheimer's and Parkinson's diseases.,Abd Al Rahman Asfour; Asaf Evrim Evren; Begüm Nurpelin Sağlık Özkan; Leyla Yurttaş,Journal of biomolecular structure & dynamics,2024,2026,"The study aimed to investigate 12 novel thiazole compounds in the treatment of neurodegenerative disorders. The compounds produced were evaluated for their inhibitory efficacy against acetylcholinesterase (AChE), butyrylcholinesterase (BChE), and monoamine oxidases (MAOs). Among the compounds, <b>5d</b>, <b>5e</b>, and <b>5j</b> showed the highest AChE inhibitory activity. The IC<sub>50</sub> values for compounds are 0.223 ± 0.010 µM, 0.092 ± 0.003 µM, and 0.054 ± 0.002 µM, respectively. In addition, molecular docking analyses and molecular dynamic simulation were used to examine the interactions of these compounds with protein sites. The results suggest that thiazole-ring compounds could serve as a promising basis for the development of drugs aimed at treating neurodegenerative diseases (NDD), caused by Parkinson's and Alzheimer's diseases."
39544663,Assessment of Changes in Vascular Density in the Layers of the Eye in Patients With Parkinson's Disease.,Şule Bilgin; Hasan Armağan Uysal; Sinan Bilgin; Emiş Cansu Yaka; Özge Yılmaz Küsbeci; Ufuk Şener,Annals of neurosciences,2024,2026,"The retina is affected by Parkinson's disease (PD). We aimed to assess the anatomical and vascular deterioration of the retina in PD. Sixty-six patients with PD and 66 healthy volunteers were evaluated in this study. Choriocapillaris vessel density (CCVD), superficial vascular density (SVD), deep vascular densities (DVD), central macular thickness (CMT), retinal nerve fibre layer (RNFL), ganglionic cell layer (GCL), and choroidal thickness (CT) were assessed. RNFL, GCL, CMT, and CT were thinner than in HC, and also the differences between the groups were statistically significant (<i>P</i> < .05). SVD and DVD were not statistically different between the groups (<i>P</i> > .05). There was a decrease in vascular density in all quadrants of the choriocapillary layer. The decrease in vascular density was statistically significant in the nasal, inferior and central quadrants (<i>P</i> < .05). These results supported vascular thinning in the choroidal layer. Also showed that vascular and neural layers were affected together. It could help clinicians in the follow-up of Parkinson's patients."
39164078,Correlation of psychological resilience with social support and coping style in Parkinson's disease: A cross-sectional study.,Mengshu Yang; Jingyuan Xue; Xiaoyun Kong; Wenjing Liu; Yihao Wang; Yanwei Zou; Ling Wang; Ci Dong,Journal of advanced nursing,2024,2026,"To analyse the current status of psychological resilience in Parkinson's disease (PD) patients and its correlation with social support and coping style. A cross-sectional study. PD patients hospitalized in a tertiary-level hospital in Shijiazhuang, Hebei Province, from March 2022 to March 2023 were selected for the study using the convenience sampling method. A general information questionnaire, psychological resilience scale, Medical Coping Modes Questionnaire and Perceived Social Support Scale were used to investigate 111 cases of PD. SPSS 25.0 software was used for statistical analysis. The data were analysed using independent samples t-test, one-way ANOVA, multiple linear regression analysis and the Pearson correlation coefficient. Parkinson's disease patients have a moderate level of psychological resilience. The results of the Pearson correlation analyses showed that the level of psychological resilience was positively correlated with social support and confrontation and was negatively correlated with avoidance and acceptance-resignation. The results of multiple linear regression analysis showed that social support and acceptance-resignation were the influencing factors of psychological resilience in PD patients. The psychological resilience of PD patients is at a moderate level. Social support and acceptance-resignation are the factors influencing the psychological resilience of PD patients. This study analysed the level of psychological resilience in PD patients and its correlation with social support and coping style from the perspective of positive psychology to provide some reference for targeted clinical interventions. Our study found that social support and acceptance-resignation are influential factors in psychological resilience in PD patients. Medical staff should encourage patients to face the disease positively and their social support should be increased in order to improve their level of psychological resilience. No patient or public contribution."
39104178,A radiomics approach for predicting gait freezing in Parkinson's disease based on resting-state functional magnetic resonance imaging indices: A cross-sectional study.,Miaoran Guo; Hu Liu; Long Gao; Hongmei Yu; Yan Ren; Yingmei Li; Huaguang Yang; Chenghao Cao; Guoguang Fan,Neural regeneration research,2024,2026,"JOURNAL/nrgr/04.03/01300535-202604000-00042/figure1/v/2025-06-30T060627Z/r/image-tiff Freezing of gait is a significant and debilitating motor symptom often observed in individuals with Parkinson's disease. Resting-state functional magnetic resonance imaging, along with its multi-level feature indices, has provided a fresh perspective and valuable insight into the study of freezing of gait in Parkinson's disease. It has been revealed that Parkinson's disease is accompanied by widespread irregularities in inherent brain network activity. However, the effective integration of the multi-level indices of resting-state functional magnetic resonance imaging into clinical settings for the diagnosis of freezing of gait in Parkinson's disease remains a challenge. Although previous studies have demonstrated that radiomics can extract optimal features as biomarkers to identify or predict diseases, a knowledge gap still exists in the field of freezing of gait in Parkinson's disease. This cross-sectional study aimed to evaluate the ability of radiomics features based on multi-level indices of resting-state functional magnetic resonance imaging, along with clinical features, to distinguish between Parkinson's disease patients with and without freezing of gait. We recruited 28 patients with Parkinson's disease who had freezing of gait (15 men and 13 women, average age 63 years) and 30 patients with Parkinson's disease who had no freezing of gait (16 men and 14 women, average age 64 years). Magnetic resonance imaging scans were obtained using a 3.0T scanner to extract the mean amplitude of low-frequency fluctuations, mean regional homogeneity, and degree centrality. Neurological and clinical characteristics were also evaluated. We used the least absolute shrinkage and selection operator algorithm to extract features and established feedforward neural network models based solely on resting-state functional magnetic resonance imaging indicators. We then performed predictive analysis of three distinct groups based on resting-state functional magnetic resonance imaging indicators indicators combined with clinical features. Subsequently, we conducted 100 additional five-fold cross-validations to determine the most effective model for each classification task and evaluated the performance of the model using the area under the receiver operating characteristic curve. The results showed that when differentiating patients with Parkinson's disease who had freezing of gait from those who did not have freezing of gait, or from healthy controls, the models using only the mean regional homogeneity values achieved the highest area under the receiver operating characteristic curve values of 0.750 (with an accuracy of 70.9%) and 0.759 (with an accuracy of 65.3%), respectively. When classifying patients with Parkinson's disease who had freezing of gait from those who had no freezing of gait, the model using the mean amplitude of low-frequency fluctuation values combined with two clinical features achieved the highest area under the receiver operating characteristic curve of 0.847 (with an accuracy of 74.3%). The most significant features for patients with Parkinson's disease who had freezing of gait were amplitude of low-frequency fluctuation alterations in the left parahippocampal gyrus and two clinical characteristics: Montreal Cognitive Assessment and Hamilton Depression Scale scores. Our findings suggest that radiomics features derived from resting-state functional magnetic resonance imaging indices and clinical information can serve as valuable indices for the identification of freezing of gait in Parkinson's disease."
39104172,Low-density lipoprotein receptor-related protein 1 mediates α-synuclein transmission from the striatum to the substantia nigra in animal models of Parkinson's disease.,Hanjiang Luo; Caixia Peng; Chengli Wu; Chengwei Liu; Qinghua Li; Shun Yu; Jia Liu; Min Chen,Neural regeneration research,2024,2026,"JOURNAL/nrgr/04.03/01300535-202604000-00040/figure1/v/2025-06-30T060627Z/r/image-tiff α-Synuclein accumulation and transmission are vital to the pathogenesis of Parkinson's disease, although the mechanisms underlying misfolded α-synuclein accumulation and propagation have not been conclusively determined. The expression of low-density lipoprotein receptor-related protein 1, which is abundantly expressed in neurons and considered to be a multifunctional endocytic receptor, is elevated in the neurons of patients with Parkinson's disease. However, whether there is a direct link between low-density lipoprotein receptor-related protein 1 and α-synuclein aggregation and propagation in Parkinson's disease remains unclear. Here, we established animal models of Parkinson's disease by inoculating monkeys and mice with α-synuclein pre-formed fibrils and observed elevated low-density lipoprotein receptor-related protein 1 levels in the striatum and substantia nigra, accompanied by dopaminergic neuron loss and increased α-synuclein levels. However, low-density lipoprotein receptor-related protein 1 knockdown efficiently rescued dopaminergic neurodegeneration and inhibited the increase in α-synuclein levels in the nigrostriatal system. In HEK293A cells overexpressing α-synuclein fragments, low-density lipoprotein receptor-related protein 1 levels were upregulated only when the N-terminus of α-synuclein was present, whereas an α-synuclein fragment lacking the N-terminus did not lead to low-density lipoprotein receptor-related protein 1 upregulation. Furthermore, the N-terminus of α-synuclein was found to be rich in lysine residues, and blocking lysine residues in PC12 cells treated with α-synuclein pre-formed fibrils effectively reduced the elevated low-density lipoprotein receptor-related protein 1 and α-synuclein levels. These findings indicate that low-density lipoprotein receptor-related protein 1 regulates pathological transmission of α-synuclein from the striatum to the substantia nigra in the nigrostriatal system via lysine residues in the α-synuclein N-terminus."
39633610,Theoretical investigation of selective inhibitory activity of chromone-based compounds against monoamine oxidase (MAO)-A and -B.,Intan Salsabila Putri; Nur Farisya Shamsudin; Maryam Aisyah Abdullah; Mochamad Nurcholis; Syahrul Imran; Chai Xin Yu; Chau Ling Tham; Mohd Fadhlizil Fasihi Mohd Aluwi; Sze-Wei Leong; Sentot Joko Raharjo; Zalikha Ibrahim; Deri Islami; Akm Moyeenul Huq; Muhammad Taher; Kamal Rullah,Journal of biomolecular structure & dynamics,2024,2026,"Monoamine oxidase (MAO) is crucial for the breakdown of monoamine neurotransmitters, making it a promising target for treating neurodegenerative disorders, such as depression, Alzheimer's disease, and Parkinson's disease. In this study, we investigated the selective inhibitory activity of chromone-based compounds against MAO-A and MAO-B for neurodegenerative disease treatment. In literary sources, thirty chromone derivatives have been identified as potential ligands for MAO-A and MAO-B inhibitors. We utilized molecular docking to evaluate how the most active compound interacted with the targeted MAO-A and MAO-B. Compound <b>2 g</b>, the most active for MAO-A, demonstrated a lower CDOCKER energy compared to the co-crystallized ligand. Meanwhile, compound <b>2f</b>, the most active for MAO-B, showed a CDOCKER energy similar to the co-crystallized ligand and exhibited similar binding patterns. Furthermore, we constructed a quantitative structure-activity relationship (QSAR) model to predict the properties and estimate IC<sub>50</sub> values for 30 chromone derivatives functioning as MAO-A and MAO-B inhibitors. The model predictions were validated against experimental measurements. Our 2D QSAR model demonstrated robustness, with a statistically significant non-cross-validated coefficient (r<sup>2</sup> < 0.9), cross-validated correlation coefficient (q<sup>2</sup> < 0.6), and predictive squared correlation coefficient (r<sup>2</sup><sub>pred</sub> < 0.8). Additionally, MD simulations confirmed the stable binding of compounds <b>2 g</b> and <b>2f</b> with MAO-A and MAO-B, respectively, displaying substantial binding energy. The most effective pharmacophore model identified key features, such as hydrogen bond acceptors and hydrophobic interactions, that contribute significantly to inhibitory potency. This study offers valuable insight into the selection of compounds with improved selectivity for MAO inhibition."
39115803,Investigation of the utility of smartphone-based gait analyses in discrimination between patients with Alzheimer's disease and Parkinson's disease.,Halil Onder; Ozlem Bizpinar,Applied neuropsychology. Adult,2024,2026,"To reveal the discriminative value of gait parameters between Alzheimer's disease (AD) and Parkinson's disease (PD) subjects. We included all consecutive patients with newly diagnosed AD and those with a diagnosis of PD who applied to our polyclinic between March 2022 and June 2022. The demographic and clinical features were evaluated during interviews. The gait analyses were performed using a quantitative, smartphone-based gait analyses program. Using this program, the step time (ST), step length (SL), step number (SN), gait velocity (GV), and cadence were measured in all individuals. Overall, 31 patients with AD and 45 with PD were enrolled in the analyses. The mean age of the AD group was higher according to those with PD. As expected, the Mini-Mental State Examination (MMSE) values were lower in the AD group. The comparative analyses of the gait parameters between groups did not reveal differences in any of the measures. The correlation analyses to investigate the possible association between the disease severity and gait parameters revealed that the MDS-UPDRS showed low negative correlations with SL and GV. Our findings suggest that the evaluation of gait using the gait analyses program does not contribute to the discrimination between AD and PD in clinical practice."
38913538,Financial capability of people living with Parkinson's disease - A case-control study.,Akke-Marij D Ariesen; Oliver Tucha; Dorien F Bangma; Anselm B M Fuermaier; Josephien L Jansen; Peter P De Deyn; Janneke Koerts,Applied neuropsychology. Adult,2024,2026,"Parkinson's disease (PD) is a neurodegenerative disorder affecting 1% of people older than 60 years. One of the abilities that seems vulnerable to the cognitive impairments associated with PD is financial capability. This explorative study aimed to evaluate the extent and type of problems in financial capability of people with PD without a diagnosis of dementia. Participants were 31 people with PD and 62 matched controls. Participants completed an extensive test-battery, including measures for financial capability and cognitive functioning. Compared to controls, the PD-group performed significantly poorer on two financial competence tasks and showed a comparable performance on the other financial capability measures. For 45% of the PD-group, cognitive test performance was indicative of mild cognitive impairment, yet no significant difference was observed in overall cognitive functioning between the PD and control group. In the total sample, only small or medium correlations were found between financial competence and cognition, and between financial capability and the contextual factors of income and financial experience. The findings suggest that in the earlier stages of PD, when cognitive impairments are relatively mild, some problems may be observed in financial competence, yet other domains of financial capability appear less affected. The absence of strong correlations between financial competence and overall cognitive functioning indicates that standard neuropsychological assessments seem inadequate to make financial capability determinations. By offering insight into the financial capability of people in the milder stages of PD, the findings of the present study may aid in the development and provision of tailored support."
38828539,Exploring the utility of process scores in elucidating the role of cognitive and affective factors that influence verbal fluency performance in Parkinson's disease.,Catie J Wandell; Karen Torres,Applied neuropsychology. Adult,2024,2026,"Cognitive and affective factors have been implicated in verbal fluency (VF) performance in Parkinson's disease (PD). This exploratory study aimed to investigate the relationships between cognitive and affective variables on traditional (""core"") and ""process"" (error and interval) scores of VF and elucidate unique information these scores may provide regarding mechanisms underlying VF. Sixty-two PD patients without dementia completed clinical neuropsychological examinations consisting of attention, processing speed, language, executive functioning, visuospatial, memory, and mood measures. Hierarchical regression and negative binomial regression analyses were used to evaluate relationships between outcome and predictor variables. Generativity results revealed that processing speed and working memory explained up to 34% of the variance of total letter fluency responses (<i>p</i> = <.001) and processing speed explained 24% of the variance for total semantic fluency (<i>p</i> = .003). For category switching generativity, only age predicted 20% of the variance (<i>p</i> = .01). Two executive functioning measures were negatively associated with error production over the duration (<i>b</i> = -.055, <i>p</i> = .028; <i>b</i> = -.062, <i>p</i> = .004) and final 45-second interval (<i>b</i> = -.072, <i>p</i> = .003; <i>b</i> = -.044, <i>p</i> = .033) of the category switching task. In the initial 15-second task interval, a positive predictive relationship between error production and indifference apathy (<i>b</i> = .616, <i>p</i> = .044) was demonstrated. Findings demonstrate the potential utility of ""process"" scores in detecting subtle cognitive impairment in Parkinson's disease patients without dementia and tentatively evidence the role of indifference apathy in task initiation."
38640454,Does the side of onset influence symptom severity in Parkinson's disease? A systematic review and meta-analysis.,Nancy Marano; Annukka K Lindell,Applied neuropsychology. Adult,2024,2026,"Parkinson's disease (PD) is a neurodegenerative movement disorder characterized by motor symptoms that initially manifest unilaterally. Whilst some studies indicate that right-side onset is associated with greater symptom severity, others report no differences between right-side and left-side onset patients. The present meta-analysis was thus designed to reconcile inconsistencies in the literature and determine whether side of onset affects PD symptom severity. Following the PRISMA guidelines 1013 studies were initially identified in database and grey literature searches; following title and abstract, and full text, screening 34 studies met the stringent inclusion criteria (<i>n</i> = 2210). Results of the random-effects meta-analysis indicated no difference in symptom severity between PD patients with left-side (<i>n</i> = 1104) and right-side (<i>n</i> = 1106) onset. As such, the meta-analysis suggests that the side of onset should not be used to predict symptom trajectory or to formulate prognoses for PD patients. The current meta-analysis was the first to focus on the relationship between the side of onset and symptom severity in PD. However, the studies included were limited by the common exclusion of left-handed participants. Future research would benefit from exploring other factors that may influence symptom severity and disease progression in PD, such as asymmetric loss of nigrostriatal dopaminergic neurons."
40326981,Exosomes in neurodegenerative diseases: Therapeutic potential and modification methods.,Hongli Chen; Na Li; Yuanhao Cai; Chunyan Ma; Yutong Ye; Xinyu Shi; Jun Guo; Zhibo Han; Yi Liu; Xunbin Wei,Neural regeneration research,2024,2026,"In recent years, exosomes have garnered extensive attention as therapeutic agents and early diagnostic markers in neurodegenerative disease research. Exosomes are small and can effectively cross the blood-brain barrier, allowing them to target deep brain lesions. Recent studies have demonstrated that exosomes derived from different cell types may exert therapeutic effects by regulating the expression of various inflammatory cytokines, mRNAs, and disease-related proteins, thereby halting the progression of neurodegenerative diseases and exhibiting beneficial effects. However, exosomes are composed of lipid bilayer membranes and lack the ability to recognize specific target cells. This limitation can lead to side effects and toxicity when they interact with non-specific cells. Growing evidence suggests that surface-modified exosomes have enhanced targeting capabilities and can be used as targeted drug-delivery vehicles that show promising results in the treatment of neurodegenerative diseases. In this review, we provide an up-to-date overview of existing research aimed at devising approaches to modify exosomes and elucidating their therapeutic potential in neurodegenerative diseases. Our findings indicate that exosomes can efficiently cross the blood-brain barrier to facilitate drug delivery and can also serve as early diagnostic markers for neurodegenerative diseases. We introduce the strategies being used to enhance exosome targeting, including genetic engineering, chemical modifications (both covalent, such as click chemistry and metabolic engineering, and non-covalent, such as polyvalent electrostatic and hydrophobic interactions, ligand-receptor binding, aptamer-based modifications, and the incorporation of CP05-anchored peptides), and nanomaterial modifications. Research into these strategies has confirmed that exosomes have significant therapeutic potential for neurodegenerative diseases. However, several challenges remain in the clinical application of exosomes. Improvements are needed in preparation, characterization, and optimization methods, as well as in reducing the adverse reactions associated with their use. Additionally, the range of applications and the safety of exosomes require further research and evaluation."
39851136,Potential biofluid markers for cognitive impairment in Parkinson's disease.,Jieyu Chen; Chunyu Liang; Fang Wang; Yongyun Zhu; Liuhui Zhu; Jianzhun Chen; Bin Liu; Xinglong Yang,Neural regeneration research,2024,2026,"Cognitive impairment is a particularly severe non-motor symptom of Parkinson's disease that significantly diminishes the quality of life of affected individuals. Identifying reliable biomarkers for cognitive impairment in Parkinson's disease is essential for early diagnosis, prognostic assessments, and the development of targeted therapies. This review aims to summarize recent advancements in biofluid biomarkers for cognitive impairment in Parkinson's disease, focusing on the detection of specific proteins, metabolites, and other biomarkers in blood, cerebrospinal fluid, and saliva. These biomarkers can shed light on the multifaceted etiology of cognitive impairment in Parkinson's disease, which includes protein misfolding, neurodegeneration, inflammation, and oxidative stress. The integration of biofluid biomarkers with neuroimaging and clinical data can facilitate the development of predictive models to enhance early diagnosis and monitor the progression of cognitive impairment in patients with Parkinson's disease. This comprehensive approach can improve the existing understanding of the mechanisms driving cognitive decline and support the development of targeted therapeutic strategies aimed at modifying the course of cognitive impairment in Parkinson's disease. Despite the promise of these biomarkers in characterizing the mechanisms underlying cognitive decline in Parkinson's disease, further research is necessary to validate their clinical utility and establish a standardized framework for early detection and monitoring of cognitive impairment in Parkinson's disease."
39688566,Hidden face of Parkinson's disease: Is it a new autoimmune disease?,Min Gi Jo; Seon-Hee Kim; Seung Pil Yun,Neural regeneration research,2024,2026,"Parkinson's disease is a neurodegenerative disorder marked by the degeneration of dopaminergic neurons and clinical symptoms such as tremors, rigidity, and slowed movements. A key feature of Parkinson's disease is the accumulation of misfolded α-synuclein, forming insoluble Lewy bodies in the substantia nigra pars compacta, which contributes to neurodegeneration. These α-synuclein aggregates may act as autoantigens, leading to T-cell-mediated neuroinflammation and contributing to dopaminergic cell death. Our perspective explores the hypothesis that Parkinson's disease may have an autoimmune component, highlighting research that connects peripheral immune responses with neurodegeneration. T cells derived from Parkinson's disease patients appear to have the potential to initiate an autoimmune response against α-synuclein and its modified peptides, possibly leading to the formation of neo-epitopes. Recent evidence associates Parkinson's disease with abnormal immune responses, as indicated by increased levels of immune cells, such as CD4 + and CD8 + T cells, observed in both patients and mouse models. The convergence of T cells filtration increasing major histocompatibility complex molecules, and the susceptibility of dopaminergic neurons supports the hypothesis that Parkinson's disease may exhibit autoimmune characteristics. Understanding the immune mechanisms involved in Parkinson's disease will be crucial for developing therapeutic strategies that target the autoimmune aspects of the disease. Novel approaches, including precision medicine based on major histocompatibility complex/human leukocyte antigen typing and early biomarker identification, could pave the way for immune-based treatments aimed at slowing or halting disease progression. This perspective explores the relationship between autoimmunity and Parkinson's disease, suggesting that further research could deepen understanding and offer new therapeutic avenues. In this paper, it is organized to provide a comprehensive perspective on the autoimmune aspects of Parkinson's disease. It investigates critical areas such as the autoimmune response observed in Parkinson's disease patients and the role of autoimmune mechanisms targeting α-synuclein in Parkinson's disease. The paper also examines the impact of CD4 + T cells, specifically Th1 and Th17, on neurons through in vitro and ex vivo studies. Additionally, it explores how α-synuclein influences glia-induced neuroinflammation in Parkinson's disease. The discussion extends to the clinical implications and therapeutic landscape, offering insights into potential treatments. Consequently, we aim to provide a comprehensive perspective on the autoimmune aspects of Parkinson's disease, incorporating both supportive and opposing views on its classification as an autoimmune disorder and exploring implications for clinical applications."
39688564,Alpha-synuclein-induced upregulation of SKI family transcriptional corepressor 1: A new player in aging and Parkinson's disease?,Lauren Barrett; Rebekah Bevans; Aideen M Sullivan; Louise M Collins; Gerard W O'Keeffe,Neural regeneration research,2024,2026,No abstract available
39688547,Neuronal plasticity and its role in Alzheimer's disease and Parkinson's disease.,Israt Jahan; Mohammad Harun-Ur-Rashid; Md Aminul Islam; Farhana Sharmin; Soad K Al Jaouni; Abdullah M Kaki; Samy Selim,Neural regeneration research,2024,2026,"Neuronal plasticity, the brain's ability to adapt structurally and functionally, is essential for learning, memory, and recovery from injuries. In neurodegenerative diseases such as Alzheimer's disease and Parkinson's disease, this plasticity is disrupted, leading to cognitive and motor deficits. This review explores the mechanisms of neuronal plasticity and its effect on Alzheimer's disease and Parkinson's disease. Alzheimer's disease features amyloid-beta plaques and tau tangles that impair synaptic function, while Parkinson's disease involves the loss of dopaminergic neurons affecting motor control. Enhancing neuronal plasticity offers therapeutic potential for these diseases. A systematic literature review was conducted using databases such as PubMed, Scopus, and Google Scholar, focusing on studies of neuronal plasticity in Alzheimer's disease and Parkinson's disease. Data synthesis identified key themes such as synaptic mechanisms, neurogenesis, and therapeutic strategies, linking molecular insights to clinical applications. Results highlight that targeting synaptic plasticity mechanisms, such as long-term potentiation and long-term depression, shows promise. Neurotrophic factors, advanced imaging techniques, and molecular tools (e.g., clustered regularly interspaced short palindromic repeats and optogenetics) are crucial in understanding and enhancing plasticity. Current therapies, including dopamine replacement, deep brain stimulation, and lifestyle interventions, demonstrate the potential to alleviate symptoms and improve outcomes. In conclusion, enhancing neuronal plasticity through targeted therapies holds significant promise for treating neurodegenerative diseases. Future research should integrate multidisciplinary approaches to fully harness the therapeutic potential of neuronal plasticity in Alzheimer's disease and Parkinson's disease."
